2.500000000000000139e-02,5.000000000000000104e-03,5.000000000000000104e-03,1.000000000000000000e+05,5.000000000000000104e-03,5.000000000000000000e-01,1.000000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+06,1.250000000000000000e+00,6.349999999999999742e-03,1.409999999999999920e+00,5.000000000000000104e-03
2.500000000000000139e-02,5.000000000000000104e-03,5.000000000000000104e-03,1.000000000000000000e+05,1.499999999999999944e-02,1.000000000000000000e+00,1.500000000000000000e+00,2.999999999999999889e-02,5.000000000000000000e+06,1.750000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,1.000000000000000021e-02
2.500000000000000139e-02,5.000000000000000104e-03,5.000000000000000104e-03,1.000000000000000000e+05,2.999999999999999889e-02,1.500000000000000000e+00,2.000000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+07,2.250000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,2.000000000000000042e-02
2.500000000000000139e-02,1.499999999999999944e-02,2.999999999999999889e-02,1.000000000000000000e+06,5.000000000000000104e-03,5.000000000000000000e-01,1.000000000000000000e+00,2.999999999999999889e-02,5.000000000000000000e+06,1.750000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,2.000000000000000042e-02
2.500000000000000139e-02,1.499999999999999944e-02,2.999999999999999889e-02,1.000000000000000000e+06,1.499999999999999944e-02,1.000000000000000000e+00,1.500000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+07,2.250000000000000000e+00,6.349999999999999742e-03,1.409999999999999920e+00,5.000000000000000104e-03
2.500000000000000139e-02,1.499999999999999944e-02,2.999999999999999889e-02,1.000000000000000000e+06,2.999999999999999889e-02,1.500000000000000000e+00,2.000000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+06,1.250000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,1.000000000000000021e-02
2.500000000000000139e-02,2.999999999999999889e-02,7.000000000000000666e-02,1.000000000000000000e+07,5.000000000000000104e-03,5.000000000000000000e-01,1.000000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+07,2.250000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,1.000000000000000021e-02
2.500000000000000139e-02,2.999999999999999889e-02,7.000000000000000666e-02,1.000000000000000000e+07,1.499999999999999944e-02,1.000000000000000000e+00,1.500000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+06,1.250000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,2.000000000000000042e-02
2.500000000000000139e-02,2.999999999999999889e-02,7.000000000000000666e-02,1.000000000000000000e+07,2.999999999999999889e-02,1.500000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-02,5.000000000000000000e+06,1.750000000000000000e+00,6.349999999999999742e-03,1.409999999999999920e+00,5.000000000000000104e-03
2.999999999999999889e-02,5.000000000000000104e-03,2.999999999999999889e-02,1.000000000000000000e+07,5.000000000000000104e-03,1.000000000000000000e+00,2.000000000000000000e+00,1.499999999999999944e-02,5.000000000000000000e+06,2.250000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,2.000000000000000042e-02
2.999999999999999889e-02,5.000000000000000104e-03,2.999999999999999889e-02,1.000000000000000000e+07,1.499999999999999944e-02,1.500000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+07,1.250000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,5.000000000000000104e-03
2.999999999999999889e-02,5.000000000000000104e-03,2.999999999999999889e-02,1.000000000000000000e+07,2.999999999999999889e-02,5.000000000000000000e-01,1.500000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+06,1.750000000000000000e+00,1.905000000000000096e-02,1.409999999999999920e+00,1.000000000000000021e-02
2.999999999999999889e-02,1.499999999999999944e-02,7.000000000000000666e-02,1.000000000000000000e+05,5.000000000000000104e-03,1.000000000000000000e+00,2.000000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+07,1.250000000000000000e+00,1.905000000000000096e-02,1.409999999999999920e+00,1.000000000000000021e-02
2.999999999999999889e-02,1.499999999999999944e-02,7.000000000000000666e-02,1.000000000000000000e+05,1.499999999999999944e-02,1.500000000000000000e+00,1.000000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+06,1.750000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,2.000000000000000042e-02
2.999999999999999889e-02,1.499999999999999944e-02,7.000000000000000666e-02,1.000000000000000000e+05,2.999999999999999889e-02,5.000000000000000000e-01,1.500000000000000000e+00,1.499999999999999944e-02,5.000000000000000000e+06,2.250000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,5.000000000000000104e-03
2.999999999999999889e-02,2.999999999999999889e-02,5.000000000000000104e-03,1.000000000000000000e+06,5.000000000000000104e-03,1.000000000000000000e+00,2.000000000000000000e+00,4.499999999999999833e-02,1.000000000000000000e+06,1.750000000000000000e+00,1.269999999999999948e-02,1.667000000000000037e+00,5.000000000000000104e-03
2.999999999999999889e-02,2.999999999999999889e-02,5.000000000000000104e-03,1.000000000000000000e+06,1.499999999999999944e-02,1.500000000000000000e+00,1.000000000000000000e+00,1.499999999999999944e-02,5.000000000000000000e+06,2.250000000000000000e+00,1.905000000000000096e-02,1.409999999999999920e+00,1.000000000000000021e-02
2.999999999999999889e-02,2.999999999999999889e-02,5.000000000000000104e-03,1.000000000000000000e+06,2.999999999999999889e-02,5.000000000000000000e-01,1.500000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+07,1.250000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,2.000000000000000042e-02
4.499999999999999833e-02,5.000000000000000104e-03,7.000000000000000666e-02,1.000000000000000000e+06,5.000000000000000104e-03,1.500000000000000000e+00,1.500000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+07,1.750000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,1.000000000000000021e-02
4.499999999999999833e-02,5.000000000000000104e-03,7.000000000000000666e-02,1.000000000000000000e+06,1.499999999999999944e-02,5.000000000000000000e-01,2.000000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+06,2.250000000000000000e+00,1.269999999999999948e-02,1.409999999999999920e+00,2.000000000000000042e-02
4.499999999999999833e-02,5.000000000000000104e-03,7.000000000000000666e-02,1.000000000000000000e+06,2.999999999999999889e-02,1.000000000000000000e+00,1.000000000000000000e+00,4.499999999999999833e-02,5.000000000000000000e+06,1.250000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,5.000000000000000104e-03
4.499999999999999833e-02,1.499999999999999944e-02,5.000000000000000104e-03,1.000000000000000000e+07,5.000000000000000104e-03,1.500000000000000000e+00,1.500000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+06,2.250000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,5.000000000000000104e-03
4.499999999999999833e-02,1.499999999999999944e-02,5.000000000000000104e-03,1.000000000000000000e+07,1.499999999999999944e-02,5.000000000000000000e-01,2.000000000000000000e+00,4.499999999999999833e-02,5.000000000000000000e+06,1.250000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,1.000000000000000021e-02
4.499999999999999833e-02,1.499999999999999944e-02,5.000000000000000104e-03,1.000000000000000000e+07,2.999999999999999889e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+07,1.750000000000000000e+00,1.269999999999999948e-02,1.409999999999999920e+00,2.000000000000000042e-02
4.499999999999999833e-02,2.999999999999999889e-02,2.999999999999999889e-02,1.000000000000000000e+05,5.000000000000000104e-03,1.500000000000000000e+00,1.500000000000000000e+00,4.499999999999999833e-02,5.000000000000000000e+06,1.250000000000000000e+00,1.269999999999999948e-02,1.409999999999999920e+00,2.000000000000000042e-02
4.499999999999999833e-02,2.999999999999999889e-02,2.999999999999999889e-02,1.000000000000000000e+05,1.499999999999999944e-02,5.000000000000000000e-01,2.000000000000000000e+00,1.499999999999999944e-02,1.000000000000000000e+07,1.750000000000000000e+00,1.905000000000000096e-02,1.667000000000000037e+00,5.000000000000000104e-03
4.499999999999999833e-02,2.999999999999999889e-02,2.999999999999999889e-02,1.000000000000000000e+05,2.999999999999999889e-02,1.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+06,2.250000000000000000e+00,6.349999999999999742e-03,1.667000000000000037e+00,1.000000000000000021e-02
