1.004692689499634071e+02,1.004640715749735023e+02,1.004692689499634071e+02,1.004640715749735023e+02,1.004692689499634071e+02,1.004640715749735023e+02,1.004692689499634071e+02,1.004640715749735023e+02
4.195765983530282028e+02,4.195728603776677801e+02,4.195765983530282028e+02,4.195728603776677801e+02,4.195765983530282028e+02,4.195728603776677801e+02,4.195765983530282028e+02,4.195728603776677801e+02
7.125116833406754040e+02,7.125085865278535948e+02,7.125116833406754040e+02,7.125085865278535948e+02,7.125116833406754040e+02,7.125085865278535948e+02,7.125116833406754040e+02,7.125085865278535948e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.411029457991502625e+02,3.320978975006358382e+02,2.723001415373952341e+02,1.799461147469419018e+02,3.320993573684636999e+02,2.411016894522866494e+02,1.799471936617318875e+02,2.722988119056477672e+02
7.267032638533717090e+02,1.004804287253578991e+03,6.939693702992385624e+02,5.317980899954073948e+02,1.004805713139254635e+03,7.267012028214996917e+02,5.318008652110269168e+02,6.939672798100435784e+02
1.094615484992500114e+03,1.237300243017387174e+03,1.276875185193666994e+03,1.109657364561352097e+03,1.237311546063265496e+03,1.094602781389487518e+03,1.109670807956413455e+03,1.276862954434546509e+03
5.421891743272008171e+02,6.721911709780245019e+02,4.672801767449150248e+02,4.092660568079894574e+02,6.721995374893673443e+02,5.421785575990099915e+02,4.092824813507965018e+02,4.672665426817382013e+02
2.336898612537166642e+01,3.065589478009631108e+01,2.207066547050539640e+01,1.796597966206470431e+01,3.065694989313851337e+01,2.336793090624307823e+01,1.796703499924017677e+01,2.206961034151418133e+01
nan,nan,nan,nan,nan,nan,nan,nan
6.126864938389214785e+02,7.485959166951969337e+02,6.616471536733240555e+02,5.694868864819521832e+02,7.485985587888636701e+02,6.126833170320045383e+02,5.694902694472482381e+02,6.616441956949997802e+02
8.894698604663292372e+02,8.894668852069490868e+02,8.894698604663292372e+02,8.894668852069490868e+02,8.894698604663292372e+02,8.894668852069490868e+02,8.894698604663292372e+02,8.894668852069490868e+02
8.914101665974872049e+02,nan,5.888987021443800813e+02,0.000000000000000000e+00,nan,8.914018591366706232e+02,0.000000000000000000e+00,5.888971023772770650e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
nan,nan,0.000000000000000000e+00,0.000000000000000000e+00,nan,nan,0.000000000000000000e+00,0.000000000000000000e+00
5.075444281880621929e+03,5.075443338672464051e+03,5.075444281881573261e+03,5.075443338671520905e+03,5.075444281881573261e+03,5.075443338671520905e+03,5.075444281880621929e+03,5.075443338672464051e+03
3.301844356282510944e+02,3.306710655259934128e+02,3.306834248350818939e+02,3.301695907353119992e+02,3.306844382327071798e+02,3.301710385462463933e+02,3.301829878569834591e+02,3.306700521044463699e+02
7.632033808804427508e+02,7.745122807362345156e+02,7.744965858414725517e+02,7.631698966457611277e+02,7.745124910089116383e+02,7.632031663047617940e+02,7.631701112297487271e+02,7.744963755650854864e+02
8.631997126588915137e+01,1.127106241860320353e+02,6.745600125542542003e+01,0.000000000000000000e+00,1.127135369693675955e+02,8.631796680316625725e+01,0.000000000000000000e+00,6.745477083838611065e+01
nan,nan,nan,nan,nan,nan,nan,nan
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.855706739781375290e+03,7.855705061007646691e+03,7.855706740062702011e+03,7.855705060726309966e+03,7.855706740062716563e+03,7.855705060726309057e+03,7.855706739781375290e+03,7.855705061007625773e+03
6.670435072016483900e+03,6.670435018915363798e+03,6.670435072051572206e+03,6.670435018880274583e+03,6.670435072051572206e+03,6.670435018880274583e+03,6.670435072016483900e+03,6.670435018915363798e+03
6.812343999257383302e+02,6.836714395750468611e+02,6.836708110056287069e+02,6.812299327173429901e+02,6.836725906096660310e+02,6.812332435520352192e+02,6.812310890949026998e+02,6.836696599692585323e+02
2.135022101737677531e+03,2.809792030980772324e+03,2.576566871985088255e+03,1.965816332874068621e+03,2.809793229563052591e+03,2.135020423717950507e+03,1.965818163795463533e+03,2.576565524216093308e+03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.426784356849400126e+01,1.075298507425186045e+02,1.000912286254606300e+02,7.861990619179972839e+01,1.075304004463542924e+02,8.426741578853858528e+01,7.862031210870205200e+01,1.000906964130015524e+02
