1.000000000000000021e-02,5.000000000000000104e-03,5.000000000000000104e-03,5.000000000000000000e+06,1.000000000000000021e-03,1.000000000000000000e+00,7.500000000000000000e-01,5.000000000000000104e-03,1.000000000000000000e+06,7.500000000000000000e-01,1.000000000000000021e-03
1.000000000000000021e-02,5.000000000000000104e-03,5.000000000000000104e-03,5.000000000000000000e+06,1.000000000000000021e-03,1.500000000000000000e+00,1.250000000000000000e+00,1.000000000000000056e-01,5.000000000000000000e+07,1.250000000000000000e+00,5.000000000000000278e-02
1.000000000000000021e-02,5.000000000000000104e-03,5.000000000000000278e-02,5.000000000000000000e+07,5.000000000000000278e-02,1.000000000000000000e+00,7.500000000000000000e-01,5.000000000000000104e-03,5.000000000000000000e+07,1.250000000000000000e+00,5.000000000000000278e-02
1.000000000000000021e-02,2.999999999999999889e-02,5.000000000000000104e-03,5.000000000000000000e+07,5.000000000000000278e-02,1.000000000000000000e+00,1.250000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+06,7.500000000000000000e-01,5.000000000000000278e-02
1.000000000000000021e-02,2.999999999999999889e-02,5.000000000000000278e-02,5.000000000000000000e+06,5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000056e-01,1.000000000000000000e+06,1.250000000000000000e+00,1.000000000000000021e-03
1.000000000000000021e-02,2.999999999999999889e-02,5.000000000000000278e-02,5.000000000000000000e+07,1.000000000000000021e-03,1.500000000000000000e+00,1.250000000000000000e+00,5.000000000000000104e-03,5.000000000000000000e+07,7.500000000000000000e-01,1.000000000000000021e-03
5.000000000000000278e-02,5.000000000000000104e-03,5.000000000000000278e-02,5.000000000000000000e+07,1.000000000000000021e-03,1.000000000000000000e+00,1.250000000000000000e+00,1.000000000000000056e-01,1.000000000000000000e+06,1.250000000000000000e+00,1.000000000000000021e-03
5.000000000000000278e-02,5.000000000000000104e-03,5.000000000000000278e-02,5.000000000000000000e+06,5.000000000000000278e-02,1.500000000000000000e+00,1.250000000000000000e+00,5.000000000000000104e-03,1.000000000000000000e+06,7.500000000000000000e-01,5.000000000000000278e-02
5.000000000000000278e-02,5.000000000000000104e-03,5.000000000000000104e-03,5.000000000000000000e+07,5.000000000000000278e-02,1.500000000000000000e+00,7.500000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e+07,7.500000000000000000e-01,1.000000000000000021e-03
5.000000000000000278e-02,2.999999999999999889e-02,5.000000000000000278e-02,5.000000000000000000e+06,1.000000000000000021e-03,1.000000000000000000e+00,7.500000000000000000e-01,1.000000000000000056e-01,5.000000000000000000e+07,7.500000000000000000e-01,5.000000000000000278e-02
5.000000000000000278e-02,2.999999999999999889e-02,5.000000000000000104e-03,5.000000000000000000e+07,1.000000000000000021e-03,1.500000000000000000e+00,7.500000000000000000e-01,5.000000000000000104e-03,1.000000000000000000e+06,1.250000000000000000e+00,5.000000000000000278e-02
5.000000000000000278e-02,2.999999999999999889e-02,5.000000000000000104e-03,5.000000000000000000e+06,5.000000000000000278e-02,1.000000000000000000e+00,1.250000000000000000e+00,5.000000000000000104e-03,5.000000000000000000e+07,1.250000000000000000e+00,1.000000000000000021e-03
